brand,km_driven,fuel,owner,selling_price
Fiat,185877,Electric,Third Owner,179079
Volkswagen,106915,LPG,Third Owner,258343
Datsun,146588,Electric,First Owner,282463
Skoda,132560,Diesel,Second Owner,223707
Isuzu,158915,LPG,First Owner,231181
Volkswagen,139984,CNG,Fourth Owner,229869
Chevrolet,155586,Diesel,Second Owner,451295
Skoda,191104,Petrol,Second Owner,563604
Skoda,162869,Petrol,Second Owner,439821
Fiat,140521,Electric,Second Owner,385262
Volkswagen,135797,Electric,Third Owner,124548
Mahindra,84406,CNG,Fourth Owner,214727
Ford,12304,CNG,Second Owner,154319
Datsun,128555,Petrol,Second Owner,235648
Jeep,147735,LPG,Third Owner,130066
Hyundai,73320,Petrol,First Owner,529129
Isuzu,97488,Petrol,First Owner,296635
Datsun,78591,CNG,First Owner,266988
Mahindra,98044,Electric,Fourth Owner,235517
Volkswagen,146748,CNG,First Owner,142326
Isuzu,28192,CNG,Second Owner,189972
Chevrolet,158794,CNG,Third Owner,283041
Isuzu,141518,Petrol,Third Owner,63891
Volkswagen,122304,LPG,First Owner,350108
Nissan,138797,Petrol,Third Owner,538684
Jeep,91207,Diesel,Second Owner,429015
Datsun,191704,CNG,First Owner,265928
Skoda,76741,CNG,Second Owner,89459
Volvo,19365,Diesel,Fourth Owner,355399
BMW,68792,CNG,Second Owner,102195
Fiat,198929,CNG,Second Owner,429919
Renault,149776,CNG,Second Owner,86326
BMW,53575,Diesel,Second Owner,186365
Kia,163974,Petrol,Fourth Owner,599562
MG,122641,CNG,First Owner,462453
BMW,135267,LPG,Second Owner,406064
Maruti,56517,Diesel,First Owner,547882
BMW,37012,Electric,Third Owner,307966
Renault,145487,Diesel,Second Owner,368862
Fiat,173606,Petrol,Second Owner,555818
Maruti,24686,Diesel,Third Owner,121296
MG,162815,Electric,First Owner,293083
Honda,35161,LPG,Fourth Owner,386795
Nissan,195385,Electric,Second Owner,495990
Hyundai,5402,Diesel,Third Owner,57076
Jeep,66190,Electric,Third Owner,392494
Renault,186623,Diesel,Second Owner,448009
Fiat,16275,LPG,First Owner,309040
MG,162254,LPG,First Owner,429647
Maruti,17915,Petrol,Second Owner,116798
Volkswagen,3909,LPG,Third Owner,59319
Chevrolet,117110,CNG,Second Owner,456410
Skoda,68908,Electric,Fourth Owner,462525
Skoda,130337,Electric,Fourth Owner,239468
MG,25620,Diesel,First Owner,339142
Maruti,37112,LPG,Fourth Owner,53468
Nissan,5431,Petrol,Third Owner,162178
Skoda,89590,Petrol,Fourth Owner,193723
Kia,65175,Petrol,Second Owner,463621
Volvo,120472,CNG,Third Owner,116083
Nissan,35624,LPG,First Owner,284267
Mahindra,64264,Petrol,First Owner,135443
Nissan,116766,CNG,Fourth Owner,195508
Datsun,166030,Electric,First Owner,566952
Maruti,135767,Diesel,Second Owner,210034
Skoda,103211,LPG,Third Owner,546988
Tata,122502,LPG,Second Owner,472504
Isuzu,184004,Electric,Second Owner,334380
Tata,47225,LPG,Second Owner,195995
Ford,135475,LPG,Second Owner,236963
Volkswagen,172708,LPG,Third Owner,456480
Volvo,13839,LPG,Third Owner,368513
Skoda,199618,CNG,Second Owner,378547
Renault,181901,CNG,Second Owner,357357
Datsun,143302,Diesel,First Owner,148631
Honda,54977,LPG,First Owner,578104
Volvo,174304,Electric,Third Owner,359982
Nissan,116050,Petrol,First Owner,302536
Datsun,28651,Diesel,Third Owner,309525
Volvo,100919,Petrol,Third Owner,115364
Hyundai,42963,Petrol,Fourth Owner,456373
Skoda,189944,LPG,Third Owner,314626
Volvo,120776,Electric,First Owner,391355
Mahindra,82198,Petrol,Fourth Owner,408100
Datsun,147811,Petrol,First Owner,258343
Tata,133697,Diesel,Third Owner,563690
Volvo,66294,Electric,Third Owner,56732
Tata,182428,Electric,Second Owner,221825
Hyundai,4789,Petrol,Third Owner,285430
Tata,153492,Electric,Fourth Owner,296328
Ford,92297,Diesel,Third Owner,84422
Volvo,171678,Diesel,Second Owner,106284
BMW,172712,Diesel,Third Owner,585599
Toyota,121341,LPG,Third Owner,561133
Datsun,47135,Petrol,Third Owner,482795
Nissan,40067,Electric,Second Owner,254950
Toyota,192492,Diesel,First Owner,388144
Volkswagen,20357,Petrol,Third Owner,229586
BMW,173923,Petrol,Fourth Owner,60300
Datsun,41262,LPG,Second Owner,492176
Renault,61643,Electric,Fourth Owner,129244
Toyota,155606,Electric,Third Owner,440305
Chevrolet,94270,Diesel,Second Owner,66328
Volvo,166944,Diesel,Third Owner,469870
Honda,141761,Petrol,Fourth Owner,238812
Chevrolet,72103,Electric,Second Owner,206806
Skoda,89268,Electric,First Owner,402401
Maruti,89310,Diesel,First Owner,592898
Kia,40412,CNG,First Owner,522374
Isuzu,50734,Petrol,Third Owner,209947
Jeep,90793,Electric,Second Owner,105082
Skoda,25228,LPG,Fourth Owner,597514
Maruti,123627,LPG,Fourth Owner,191370
MG,80924,CNG,Third Owner,347992
Skoda,14319,Diesel,Third Owner,436371
Jeep,9475,Diesel,Fourth Owner,155850
Isuzu,148800,Diesel,Second Owner,109633
Toyota,32545,LPG,Third Owner,313051
Tata,99636,Diesel,Second Owner,456980
MG,195828,LPG,Fourth Owner,467625
Renault,172771,CNG,Second Owner,80172
Fiat,170893,Petrol,First Owner,436080
Jeep,33615,Electric,Fourth Owner,281831
MG,16746,CNG,First Owner,98196
Chevrolet,156817,LPG,Fourth Owner,469052
Volkswagen,4245,CNG,First Owner,327319
Hyundai,120408,Electric,Second Owner,454243
Honda,115143,Petrol,Fourth Owner,157809
Kia,158925,Electric,Fourth Owner,387774
Renault,30632,LPG,First Owner,255377
BMW,15856,Electric,Second Owner,466276
Skoda,190965,CNG,Fourth Owner,177310
Kia,71049,Diesel,Third Owner,378700
Volvo,61182,CNG,First Owner,60485
Honda,136873,LPG,Fourth Owner,415890
Ford,173821,Petrol,Second Owner,583090
Honda,58654,Electric,Second Owner,550040
Jeep,58381,Petrol,Second Owner,143153
Datsun,61601,LPG,Second Owner,529123
Fiat,149154,Electric,First Owner,233557
Honda,148720,CNG,Fourth Owner,265732
MG,3364,CNG,First Owner,556945
Renault,168640,LPG,First Owner,87669
MG,10436,Electric,Second Owner,183154
Fiat,89713,CNG,Third Owner,207333
Hyundai,160826,LPG,Second Owner,59795
Isuzu,63194,LPG,Third Owner,357453
BMW,27544,Petrol,First Owner,70180
MG,194252,CNG,Second Owner,358479
Toyota,66295,Electric,Second Owner,547502
Jeep,146710,CNG,First Owner,476484
Jeep,199787,CNG,Second Owner,289901
Maruti,72409,CNG,Fourth Owner,205561
Hyundai,129839,LPG,Third Owner,414411
Honda,116759,Diesel,Third Owner,389546
BMW,20157,Diesel,Third Owner,160551
Datsun,179637,Petrol,Second Owner,130808
BMW,68888,CNG,Fourth Owner,475377
Maruti,190167,Diesel,Second Owner,170469
BMW,67947,Petrol,Third Owner,384066
Tata,73880,LPG,Second Owner,383018
Fiat,7507,CNG,Third Owner,372505
Chevrolet,106134,Electric,First Owner,123836
BMW,46988,LPG,Third Owner,241838
Fiat,101421,Petrol,First Owner,202472
Chevrolet,150937,LPG,First Owner,301673
Ford,105591,Electric,First Owner,462548
Tata,132614,LPG,Third Owner,433043
Datsun,30213,Petrol,Fourth Owner,163398
Nissan,190026,Electric,Third Owner,458417
Jeep,60450,Electric,Second Owner,488598
MG,138549,LPG,Second Owner,123524
Fiat,65222,Electric,Fourth Owner,352471
Toyota,140605,LPG,Fourth Owner,200651
Isuzu,183467,CNG,Fourth Owner,595771
Honda,157468,Electric,First Owner,58947
Skoda,15755,LPG,Fourth Owner,190605
Honda,134937,CNG,Fourth Owner,353060
Skoda,145245,Electric,Fourth Owner,490139
Isuzu,192977,CNG,Third Owner,523945
Kia,172169,Electric,Second Owner,510133
BMW,36371,Petrol,Second Owner,301362
Datsun,145326,Petrol,Fourth Owner,319156
Skoda,138090,LPG,Second Owner,65213
Nissan,8192,Diesel,Third Owner,196284
Ford,5015,Petrol,Second Owner,145660
Volkswagen,111154,Diesel,First Owner,322855
Ford,31343,CNG,Third Owner,299486
Volkswagen,72306,CNG,Second Owner,556693
Tata,8829,Diesel,Second Owner,201265
Ford,37381,LPG,Third Owner,248739
Renault,114451,Electric,Second Owner,244164
Jeep,21263,Diesel,Second Owner,530575
Hyundai,187332,Diesel,Fourth Owner,497842
Maruti,177378,Diesel,First Owner,321344
Skoda,61418,Diesel,Third Owner,184288
Volvo,3148,Diesel,Fourth Owner,152974
Nissan,135826,LPG,Second Owner,469594
MG,29745,Petrol,Third Owner,150927
MG,75914,Electric,Third Owner,391030
Mahindra,189905,Petrol,First Owner,444689
Volkswagen,154212,Diesel,First Owner,337669
Skoda,63653,Petrol,Third Owner,471788
Renault,195593,LPG,First Owner,342254
Mahindra,81315,CNG,First Owner,413184
Fiat,34075,Petrol,Second Owner,169786
Hyundai,164769,Electric,First Owner,183018
BMW,188616,LPG,First Owner,465159
MG,12795,CNG,Fourth Owner,65740
Maruti,67555,LPG,Second Owner,535197
Skoda,186276,Diesel,Second Owner,164988
Ford,198932,CNG,Third Owner,124712
Fiat,106107,Electric,First Owner,487867
Maruti,54529,CNG,Fourth Owner,520370
Maruti,145744,Electric,Fourth Owner,350826
Kia,188310,Diesel,Second Owner,205673
Kia,170022,Electric,First Owner,91132
Fiat,14009,LPG,Fourth Owner,493366
Datsun,181168,Petrol,Third Owner,186876
Tata,153616,LPG,First Owner,302697
Honda,189800,LPG,First Owner,102034
Volkswagen,32381,CNG,First Owner,357205
Jeep,130769,Diesel,Fourth Owner,466962
Skoda,159359,Petrol,Second Owner,390492
Fiat,67610,Electric,Second Owner,282460
Datsun,71122,CNG,Third Owner,228215
Datsun,71184,Diesel,Fourth Owner,530420
Volkswagen,174153,Petrol,First Owner,438126
Datsun,179384,LPG,Third Owner,177852
Tata,90228,Diesel,Third Owner,410255
Datsun,75943,Diesel,Second Owner,542344
Jeep,83770,Diesel,First Owner,240861
Chevrolet,55726,LPG,First Owner,383258
Volkswagen,156283,Electric,Fourth Owner,111240
Tata,163552,CNG,Fourth Owner,353942
Honda,50780,Electric,Fourth Owner,267687
Chevrolet,191210,Petrol,Third Owner,499136
Chevrolet,45503,CNG,First Owner,116473
Fiat,60893,Petrol,Second Owner,246398
Skoda,180265,LPG,Third Owner,159806
Fiat,64358,Electric,Third Owner,502697
Volkswagen,83857,Diesel,Second Owner,507088
Datsun,123457,CNG,Second Owner,127774
Honda,156189,Diesel,Fourth Owner,339930
Tata,193128,Petrol,Second Owner,249302
Ford,120928,Diesel,Second Owner,250203
Datsun,61706,Diesel,Second Owner,509173
Hyundai,143548,LPG,Second Owner,243717
Fiat,85806,LPG,Fourth Owner,593938
Ford,58006,Electric,Third Owner,453065
BMW,90238,Petrol,First Owner,374597
Tata,197227,LPG,First Owner,492333
Tata,48798,LPG,Third Owner,500463
Isuzu,80271,Electric,First Owner,488115
Isuzu,33177,CNG,First Owner,117958
Toyota,131022,Electric,Third Owner,221066
Datsun,133156,Diesel,First Owner,520929
Chevrolet,85215,Diesel,First Owner,553028
Chevrolet,46013,LPG,Third Owner,183915
Volkswagen,85600,LPG,First Owner,276709
Mahindra,99099,Electric,Second Owner,96546
MG,56450,Electric,Third Owner,274478
Fiat,182000,Petrol,Fourth Owner,361721
Volvo,125640,Diesel,First Owner,216241
Nissan,95403,Electric,Fourth Owner,222781
Fiat,179454,CNG,First Owner,341559
MG,102290,Petrol,Second Owner,458901
Honda,134832,Electric,Third Owner,328107
Datsun,27142,LPG,Fourth Owner,112415
Honda,113189,Electric,Third Owner,106400
Volvo,110532,LPG,Fourth Owner,426875
BMW,151362,LPG,First Owner,105450
Toyota,134436,Diesel,Second Owner,514787
Honda,59921,Diesel,Fourth Owner,463794
Jeep,22797,Electric,Fourth Owner,536796
MG,35535,Electric,Second Owner,445386
Skoda,49300,CNG,Second Owner,533439
Datsun,50176,Petrol,Second Owner,284494
Mahindra,19105,Petrol,Second Owner,433987
Nissan,142011,Electric,Second Owner,578451
Isuzu,82472,Diesel,Third Owner,91787
Maruti,176101,CNG,First Owner,420392
Honda,149935,Petrol,First Owner,151243
Toyota,81097,Electric,Fourth Owner,598736
Volkswagen,144519,Diesel,Second Owner,551989
Tata,99160,Diesel,Third Owner,219720
Chevrolet,49940,Diesel,Third Owner,571068
Ford,88001,LPG,Fourth Owner,450607
Jeep,153714,Diesel,Second Owner,296935
Fiat,10928,Electric,First Owner,387035
Fiat,51002,CNG,Second Owner,506046
Toyota,87853,Electric,Third Owner,513999
Skoda,117614,Diesel,Second Owner,352430
Jeep,120517,CNG,First Owner,252898
Jeep,159089,Petrol,First Owner,542828
Toyota,82064,Petrol,Fourth Owner,403497
Volkswagen,122694,Electric,Third Owner,178840
Volkswagen,147385,CNG,Second Owner,112740
Hyundai,135631,Electric,Second Owner,363073
Honda,53893,CNG,Fourth Owner,82827
Skoda,18167,CNG,Fourth Owner,76209
Fiat,41598,Electric,Fourth Owner,548506
Nissan,141595,CNG,Third Owner,147654
Renault,52777,Diesel,Second Owner,123396
Mahindra,162511,CNG,Fourth Owner,260033
Volkswagen,119378,CNG,Third Owner,271519
Hyundai,84060,Electric,Second Owner,215432
Skoda,16285,Petrol,First Owner,300140
Mahindra,145045,LPG,Fourth Owner,539339
MG,125970,CNG,Third Owner,283542
Volvo,25694,LPG,Second Owner,384168
Mahindra,169846,CNG,Second Owner,467757
Kia,138374,Electric,Fourth Owner,465019
Jeep,156463,Electric,Fourth Owner,93183
Honda,7611,CNG,Second Owner,436122
Kia,12372,Electric,Third Owner,140254
Tata,158384,Electric,First Owner,264038
Isuzu,148152,CNG,Second Owner,450852
Isuzu,83618,Petrol,Third Owner,152491
Ford,115945,CNG,Fourth Owner,86108
Mahindra,111397,Petrol,Second Owner,285553
Hyundai,99213,Electric,Fourth Owner,564806
Nissan,23874,Petrol,First Owner,399863
Volkswagen,196609,Electric,Fourth Owner,214805
Ford,135669,Petrol,First Owner,581732
Tata,14600,Petrol,Fourth Owner,403435
Chevrolet,137819,CNG,Fourth Owner,290002
MG,82415,Petrol,First Owner,138598
Toyota,158887,Electric,Fourth Owner,54554
Tata,97348,CNG,Third Owner,599833
Kia,108736,Petrol,Fourth Owner,442889
Isuzu,27714,CNG,Second Owner,374115
Fiat,152962,LPG,Fourth Owner,358203
Skoda,195581,CNG,Third Owner,449987
Renault,195896,LPG,Second Owner,526251
Ford,138797,LPG,Third Owner,119468
Kia,177277,CNG,Second Owner,480418
BMW,154756,Electric,Fourth Owner,510410
Tata,191983,Electric,Third Owner,76627
Jeep,114573,Electric,Fourth Owner,219640
Honda,16092,Diesel,Second Owner,129944
Kia,98918,LPG,Third Owner,145368
Nissan,173842,CNG,First Owner,476954
Nissan,28457,Electric,Third Owner,598492
Datsun,74667,Electric,Fourth Owner,66643
Toyota,93751,CNG,First Owner,382705
Toyota,65894,LPG,First Owner,87126
Datsun,64305,CNG,Second Owner,108126
Renault,146684,Diesel,First Owner,394568
Volvo,171161,Diesel,First Owner,174453
Ford,55137,CNG,Second Owner,357402
Tata,3559,LPG,Third Owner,336042
Honda,69249,Electric,Fourth Owner,293677
Maruti,40361,Diesel,Third Owner,523139
BMW,83720,Diesel,First Owner,578082
Jeep,18261,LPG,Fourth Owner,512342
Nissan,23372,Diesel,Third Owner,193404
Volkswagen,58355,Diesel,Fourth Owner,286346
Kia,101560,LPG,First Owner,583881
Honda,191992,CNG,Third Owner,370276
Renault,166616,Electric,Fourth Owner,538859
MG,3037,Electric,Fourth Owner,170973
Chevrolet,177104,Diesel,Third Owner,585324
Maruti,44420,Electric,Third Owner,406241
Isuzu,100243,CNG,First Owner,365308
Datsun,132380,Diesel,Second Owner,200423
Renault,37600,Electric,Fourth Owner,276935
Renault,182357,Petrol,Third Owner,300156
Kia,196080,Petrol,Third Owner,248924
Volvo,92520,Petrol,Third Owner,61829
Fiat,8167,Petrol,Fourth Owner,385817
Ford,3432,Petrol,First Owner,336646
Fiat,72687,Diesel,Second Owner,470420
BMW,74947,LPG,Fourth Owner,313409
Hyundai,99324,LPG,First Owner,531037
Volkswagen,53903,Diesel,Fourth Owner,359601
Jeep,188221,Diesel,Fourth Owner,549663
Fiat,190840,CNG,Third Owner,156334
Kia,194256,LPG,First Owner,172950
Chevrolet,68792,Petrol,Third Owner,554642
Kia,36439,Diesel,Third Owner,302988
Chevrolet,167329,Petrol,First Owner,413971
Renault,178746,LPG,Third Owner,561606
Chevrolet,54248,Electric,Third Owner,404832
Honda,179443,Electric,Second Owner,252032
BMW,171369,Diesel,First Owner,566286
Jeep,188345,CNG,First Owner,518691
Hyundai,195328,Petrol,Third Owner,407933
Kia,37743,Diesel,Third Owner,477612
Honda,82803,CNG,First Owner,325320
Nissan,78117,Petrol,First Owner,582195
Nissan,25076,LPG,Fourth Owner,577660
Volkswagen,90483,Electric,First Owner,336736
Mahindra,137035,CNG,Fourth Owner,310529
Datsun,122217,Petrol,Third Owner,206714
Hyundai,147938,Diesel,Second Owner,315283
MG,107504,Petrol,Second Owner,330787
Kia,166377,Diesel,Fourth Owner,281626
Isuzu,196475,Electric,Third Owner,416569
Nissan,108649,Electric,Third Owner,110117
Jeep,129244,Petrol,Third Owner,209852
Datsun,35813,Petrol,First Owner,156485
Volvo,69729,Diesel,Third Owner,110332
Isuzu,194758,Diesel,First Owner,210480
Honda,7512,CNG,Fourth Owner,259827
Jeep,156738,CNG,Second Owner,348987
Tata,150702,CNG,Fourth Owner,521530
MG,120907,Petrol,Third Owner,88930
Nissan,134708,CNG,Third Owner,473086
Fiat,137847,Petrol,Fourth Owner,418084
Fiat,67591,Electric,First Owner,268729
Jeep,14351,LPG,First Owner,90770
Kia,118400,Electric,First Owner,80158
MG,123533,Petrol,Second Owner,359545
Volkswagen,106627,Petrol,Second Owner,559397
Toyota,189256,LPG,Third Owner,553646
Mahindra,131381,Diesel,Fourth Owner,227589
Hyundai,98707,Diesel,Fourth Owner,56586
Fiat,84678,Diesel,Third Owner,247430
Skoda,76309,CNG,First Owner,148525
Mahindra,13778,Diesel,Second Owner,262151
Fiat,146573,CNG,Fourth Owner,534715
Chevrolet,115713,CNG,Third Owner,348800
Skoda,136180,Diesel,First Owner,69654
MG,39382,Diesel,First Owner,136613
Volkswagen,78787,LPG,Second Owner,565470
Nissan,26341,LPG,Second Owner,512745
Datsun,148439,CNG,Third Owner,593270
Datsun,122967,LPG,Third Owner,412114
Toyota,134066,CNG,First Owner,131848
Skoda,146074,Petrol,First Owner,129874
Ford,88820,CNG,Fourth Owner,342317
Jeep,62949,CNG,First Owner,87525
Toyota,149772,LPG,Third Owner,77328
Fiat,65543,Petrol,Second Owner,192432
MG,163390,Electric,Third Owner,166242
Ford,30610,Electric,Fourth Owner,416563
Jeep,68226,Electric,Fourth Owner,546957
Chevrolet,48167,Petrol,Second Owner,596913
Kia,162011,Diesel,Third Owner,157576
Mahindra,195437,Petrol,Fourth Owner,225966
Volkswagen,70381,LPG,Third Owner,66471
BMW,49710,CNG,Fourth Owner,352027
Ford,19766,CNG,Second Owner,257759
Honda,105416,LPG,Fourth Owner,232642
Fiat,15780,LPG,Third Owner,535750
Toyota,51458,CNG,Third Owner,250755
Fiat,59221,Diesel,Fourth Owner,589439
Chevrolet,4509,Diesel,First Owner,519082
BMW,92493,Diesel,Second Owner,99190
Volvo,168418,LPG,Second Owner,520028
Volkswagen,119850,CNG,Fourth Owner,414385
Kia,180946,CNG,Fourth Owner,355194
Ford,160220,CNG,First Owner,345120
BMW,34533,Petrol,Second Owner,50599
BMW,111144,Petrol,First Owner,501164
Tata,125402,Electric,Second Owner,309757
Toyota,81467,Petrol,Fourth Owner,315853
Hyundai,4359,Diesel,Second Owner,306108
Jeep,122119,Diesel,Second Owner,361509
Isuzu,194385,Diesel,Second Owner,317867
Ford,23344,Diesel,First Owner,498920
Toyota,121499,Electric,First Owner,551288
Volkswagen,72778,Diesel,Second Owner,376264
Volvo,23601,LPG,Third Owner,322460
Hyundai,153188,LPG,First Owner,494776
Volkswagen,191057,LPG,Fourth Owner,156276
Nissan,104013,Petrol,Fourth Owner,308512
Toyota,33782,CNG,Second Owner,140037
BMW,114095,Electric,Fourth Owner,168641
BMW,183891,LPG,First Owner,169271
Fiat,100123,LPG,Third Owner,291170
Toyota,47458,Diesel,Third Owner,367531
Renault,127225,LPG,Third Owner,599514
Mahindra,142152,Diesel,Fourth Owner,449716
Volvo,168029,Diesel,Second Owner,563755
Volvo,147980,CNG,Fourth Owner,51634
Tata,99188,Petrol,Second Owner,513566
Tata,124292,Diesel,Third Owner,316220
BMW,93570,Diesel,First Owner,178798
Fiat,126791,CNG,Fourth Owner,82007
Fiat,181554,Diesel,First Owner,203816
BMW,128291,Electric,Third Owner,211468
Renault,101375,Petrol,Second Owner,400763
Toyota,41314,Electric,First Owner,545025
Isuzu,111880,LPG,Fourth Owner,116038
Isuzu,103326,Petrol,First Owner,455972
Ford,149903,LPG,First Owner,301585
BMW,124026,Diesel,Fourth Owner,557661
Nissan,154197,CNG,Second Owner,453821
Ford,65451,Electric,Fourth Owner,549459
Toyota,48708,LPG,Third Owner,480703
MG,20682,Diesel,Second Owner,405223
Hyundai,105406,Electric,First Owner,146816
Volkswagen,169866,Electric,Fourth Owner,447974
Kia,62372,LPG,Third Owner,567514
Renault,42477,Diesel,Fourth Owner,377282
Kia,187935,CNG,Second Owner,100250
Mahindra,172809,LPG,Third Owner,352702
Toyota,136692,Electric,First Owner,387265
Volvo,169129,Electric,Second Owner,172140
Kia,174210,Petrol,Third Owner,274511
Honda,56024,Diesel,Second Owner,180877
Volvo,143749,Petrol,First Owner,305604
Hyundai,178183,CNG,Third Owner,382003
BMW,158146,LPG,Fourth Owner,412486
Kia,20824,Electric,Fourth Owner,90831
Hyundai,134837,Diesel,First Owner,101137
Hyundai,179511,Electric,Third Owner,186803
Datsun,100151,Petrol,First Owner,71500
Jeep,51926,Petrol,First Owner,256511
Jeep,170932,LPG,Second Owner,144138
Chevrolet,15975,Diesel,Fourth Owner,212246
Mahindra,77877,Diesel,First Owner,396872
Nissan,80870,LPG,Second Owner,522651
Maruti,84371,Petrol,First Owner,134482
Nissan,160620,Petrol,First Owner,75960
Toyota,103970,Petrol,First Owner,298093
Mahindra,101066,Electric,Fourth Owner,426905
Fiat,172808,CNG,Third Owner,76038
Isuzu,64562,Petrol,Fourth Owner,384629
MG,43409,CNG,Second Owner,510957
Datsun,12834,CNG,Third Owner,102633
Maruti,105192,Diesel,Second Owner,200636
Nissan,3840,LPG,First Owner,82803
Maruti,34568,Electric,Third Owner,179997
